timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1597332210090,58533,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332210090,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332211103,759,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332211103,58531,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332211103,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332212112,6546,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332212112,58552,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332212112,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332213123,750,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332213123,58551,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332213123,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332214135,2314,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332214135,58700,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332214135,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332215136,0,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332215136,58684,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332215136,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332216148,1943,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332216148,58639,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332216148,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332217160,1157,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332217160,58638,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332217160,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332218174,1574,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332218174,58628,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332218174,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332219183,797,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332219183,58629,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332219183,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332220197,1132,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332220197,58627,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332220197,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332221204,375,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332221204,58606,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332221204,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332222212,2684,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332222212,58611,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332222212,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332223225,2313,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332223225,58610,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332223225,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332224227,1574,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332224227,58611,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332224227,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332225237,1925,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332225237,58610,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332225237,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332226250,0,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332226251,58605,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332226251,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332227261,4242,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332227261,58613,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332227261,1000,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332228270,1132,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332228270,58611,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332228270,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332229279,3148,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332229279,58636,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332229279,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332230294,1156,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332230294,58634,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332230294,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332231305,1920,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332231305,58611,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332231305,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332232318,762,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332232318,58610,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332232318,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332233330,1157,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332233330,58609,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332233330,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332234340,403,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332234340,58609,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332234340,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332235351,1935,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332235351,58608,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332235351,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1597332236363,9565,localhost CPU user,,,,,true,,0,0,0,0,null,0,0,0
1597332236363,58534,localhost Memory usedperc,,,,,true,,0,0,0,0,null,0,0,0
1597332236363,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
